,ts,record_id,market_index,peg_multiplier_before,base_asset_reserve_before,quote_asset_reserve_before,sqrt_k_before,peg_multiplier_after,base_asset_reserve_after,quote_asset_reserve_after,sqrt_k_after,base_asset_amount_long,base_asset_amount_short,base_asset_amount,open_interest,total_fee,total_fee_minus_distributions,adjustment_cost
2021-12-25 18:39:33.456979,2021-12-25 13:25:35-05:00,190,3,63558,728627282194726818,1145392143038308103,913544724810556948,63559,728627282194726818,1145392143038308103,913544724810556948,225884672624108000,14532023301228563,211352649322879437,169,73751366037,37123943275,25753918
2021-12-25 18:39:33.456979,2021-12-25 13:34:07-05:00,191,3,63559,727332121371570811,1147431743637847777,913544724810556948,63563,727332121371570811,1147431743637847777,913544724810556948,227179833447264007,14532023301228563,212647810146035444,169,73767785466,37036531191,103831513
2021-12-25 18:39:33.456979,2021-12-25 13:34:47-05:00,192,3,63563,727332121371570811,1147431743637847777,913544724810556948,63564,727332121371570811,1147431743637847777,913544724810556948,227179833447264007,14532023301228563,212647810146035444,169,73767785466,37010573312,25957879
2021-12-25 18:39:33.456979,2021-12-25 13:35:32-05:00,193,3,63564,727971832017420089,1146423429484048258,913544724810556948,63565,727971832017420089,1146423429484048258,913544724810556948,226540122801414729,14532023301228563,212008099500186166,168,73776395979,36993326778,25857047
2021-12-25 18:39:33.456979,2021-12-25 13:36:05-05:00,194,3,63565,728242657235894679,1145997087559870319,913544724810556948,63566,728242657235894679,1145997087559870319,913544724810556948,226269297582940139,14532023301228563,211737274281711576,167,73779106021,36970222407,25814413
2021-12-25 18:39:33.456979,2021-12-25 13:36:31-05:00,195,3,63566,728242657235894679,1145997087559870319,913544724810556948,63567,728242657235894679,1145997087559870319,913544724810556948,226269297582940139,14532023301228563,211737274281711576,167,73779106021,36944407995,25814412
2021-12-25 18:39:33.456979,2021-12-25 13:37:11-05:00,196,3,63567,728262651379359145,1145965624693917859,913544724810556948,63568,728262651379359145,1145965624693917859,913544724810556948,226249303439475673,14532023301228563,211717280138247110,167,73779306021,36918796728,25811267
2021-12-25 19:09:35.353887,2021-12-25 14:00:36-05:00,197,0,233950,625034875990004958,513779348687795477,566683343229092770,233950,631285224687401519,518917142123295496,572350176661383697,43691814135619509,30079192637331371,13612621498288138,1208,175387524843,147868465966,54077075
2021-12-25 21:32:26.988822,2021-12-25 16:24:25-05:00,198,2,4320000,13935143912221990,13328106357324541,13628245674580360,4320000,14074495349950695,13461387419564975,13764528131326163,1079472706438765,1538096960881570,-458624254442805,372,46353286196,31334148286,65996640
2021-12-25 21:32:26.988822,2021-12-25 16:31:25-05:00,199,2,4320000,14066220195864951,13469306753335594,13764528131326163,4320000,14206882396416978,13603999819522019,13902173412639424,1083140883092974,1533489983450035,-450349100357061,372,46358775351,31276634561,63002880
2021-12-25 21:32:26.988822,2021-12-25 16:31:53-05:00,200,2,4320000,14206464201433780,13604400282484981,13902173412639424,4320000,14348528842027471,13740444283949390,14041195146765818,1083140883092974,1533071788466837,-449930905373863,372,46358948351,31214582281,62225280
2021-12-27 02:22:31.057844,2021-12-26 20:58:51-05:00,201,3,63568,720021563652434600,1159081903041521945,913544724810556948,63569,720021563652434600,1159081903041521945,913544724810556948,230070273694589976,10111905829418321,219958367865171655,172,76845544167,38539850772,27122894
2021-12-27 02:22:31.057844,2021-12-26 20:59:06-05:00,202,3,63569,719469332881938953,1159971559713641999,913544724810556948,63571,719469332881938953,1159971559713641999,913544724810556948,230622504465085623,10111905829418321,220510598635667302,172,76851199623,38491082508,54423720
2021-12-27 02:22:31.057844,2021-12-26 20:59:40-05:00,203,3,63571,719958907246786066,1159182775334601237,913544724810556948,63573,719958907246786066,1159182775334601237,913544724810556948,230132930100238510,10111905829418321,220021024270820189,172,76856214003,38441830925,54265963
2021-12-27 18:31:59.159290,2021-12-27 13:21:53-05:00,204,3,63573,751366853372064916,1110727683133412621,913544724810556948,63574,751366853372064916,1110727683133412621,913544724810556948,204034304581395461,15421226435854122,188613078145541339,182,79015192333,39936289947,22287472
2021-12-27 18:31:59.159290,2021-12-27 13:22:48-05:00,205,3,63574,751267058080627349,1110875227727114448,913544724810556948,63576,751267058080627349,1110875227727114448,913544724810556948,204034304581395461,15321431144416555,188712873436978906,182,79016130333,39892623494,44604453
2021-12-27 18:31:59.159290,2021-12-27 13:23:15-05:00,206,3,63576,751297056772248771,1110830871366223545,913544724810556948,63577,751297056772248771,1110830871366223545,913544724810556948,204034304581395461,15351429836037977,188682874745357484,182,79016412333,39870607703,22297791
2021-12-27 18:31:59.159290,2021-12-27 13:24:04-05:00,207,3,63577,751297056772248771,1110830871366223545,913544724810556948,63578,751297056772248771,1110830871366223545,913544724810556948,204034304581395461,15351429836037977,188682874745357484,182,79016412333,39848309912,22297791
2021-12-27 18:31:59.159290,2021-12-27 13:29:26-05:00,208,2,4320000,14395502182175133,13695608437591177,14041195146765818,4320000,14409897682917757,13709304044659207,14055236341912583,1027268320234840,1524172565756365,-496904245521525,382,48041939771,32668994736,7555680
2021-12-27 18:48:20.055754,2021-12-27 13:32:59-05:00,209,3,63578,750691087021966127,1111727551661707520,913544724810556948,63579,750691087021966127,1111727551661707520,913544724810556948,203831523190304937,14542678694664809,189288844495640128,181,79052885284,39862395404,22387459
2021-12-28 17:01:54.186492,2021-12-28 11:41:42-05:00,210,0,233950,645845036438574498,507218769584015057,572350176661383697,233950,652303486738375739,512290957229133330,578073678427997533,35587459713516220,36534649966401061,-947190252884841,1156,189949646332,162205350026,251028
2021-12-28 17:01:54.186492,2021-12-28 11:42:45-05:00,211,0,233950,652799825856492486,511901450422166020,578073678427997533,233950,711551810118296827,557972580908970816,630100309486517310,35587459713516220,37030989084517808,-1443529371001588,1156,189958786379,162209636546,4853527
2021-12-28 18:17:27.354612,2021-12-28 13:14:34-05:00,212,0,233950,718742246389636195,552390515528112643,630100309486517310,233950,754679358637243780,580010041249279223,661605324960843175,35650579728260427,44284545370601383,-8633965642340956,1157,190780318902,162925767359,90919520
2021-12-28 18:38:07.227242,2021-12-28 13:17:55-05:00,213,0,233950,753579544762727442,580856538713990988,661605324960843175,233950,791258521925505859,609899365591604883,694685591208885333,35650579434121089,43184731201945707,-7534151767824618,1156,190800122709,162879610601,65960565
2021-12-28 18:38:07.227242,2021-12-28 13:22:26-05:00,214,0,233950,792142551141701274,609218719456103898,694685591208885333,233950,831749678619572082,639679655367987220,729419870769329599,35567358186861725,43985539170881758,-8418180984020033,1155,190821086469,162822312940,78261421
2021-12-28 18:38:07.227242,2021-12-28 13:31:04-05:00,215,0,233950,831183467813185210,640115411911354953,729419870769329599,233950,872742641120726123,672121182442911159,765890864307796078,35567357899828599,43419328077461760,-7851970177633161,1155,190870525042,162806925138,64826375
2021-12-28 18:38:07.227242,2021-12-28 13:33:57-05:00,216,0,233950,872222751566371943,672521801313625015,765890864307796078,233950,915833889057468264,706147891312054085,804185407523185881,35572504159785848,42904584783064829,-7332080623278981,1154,190901978040,162784558407,53819729
2021-12-28 18:52:00.625462,2021-12-28 13:43:46-05:00,217,0,233950,915405091700975073,706478667790158286,804185407523185881,233950,961175346194483317,741802601109018333,844394677899345175,35573189054429871,42476472321215661,-6903283266785790,1153,190930588986,162767746557,45422796
2021-12-28 19:22:10.345434,2021-12-28 14:15:59-05:00,218,2,4320000,15002837107915469,13167487402952163,14055236341912583,4320000,15077851291954762,13233324838650175,14125512523622145,975864994331566,2065708664850803,-1089843670519237,389,49680180185,33476735392,173581920
2021-12-28 19:48:46.918565,2021-12-28 14:47:51-05:00,219,0,233950,963764603091408355,739809669059939631,844394677899345175,233950,1011952833149602312,776800152438955645,886614411794312433,36639058177750003,46131598341460831,-9492540163710828,1155,191404290510,163143237731,81511689
2021-12-28 20:26:03.403233,2021-12-28 15:24:46-05:00,220,0,233950,1005696972711206431,781632178013033522,886614411794312433,233950,1055981821246197055,820713786835521980,930945132384028054,37931841301958899,41168521027273846,-3236679725314947,1157,191711379365,163430378579,9072581
2021-12-28 21:43:13.181504,2021-12-28 16:36:06-05:00,221,0,233950,1059322528772943086,818125562300088290,930945132384028054,233950,1112288655105657987,859031840333280148,977492389003229456,36384473390244238,42961860642305216,-6577387252060978,1155,192011456322,163691992417,35563676
2021-12-28 21:49:43.987746,2021-12-28 16:46:46-05:00,222,2,4320000,15008865667497499,13294149503056661,14125512523622145,4320000,15158954322671587,13427090996757812,14266767648858366,981317297989206,2002175344051180,-1020858046061974,393,49835161434,33251795670,302641920
2021-12-29 22:37:42.307820,2021-12-29 17:32:45-05:00,223,1,56849000,3485729976971499,2908177188328102,3183884483410156,56848750,3485729976971499,2908177188328102,3183884483410156,185634054094913,484180018721043,-298545964626130,480,93223208541,46619535554,6810280
2021-12-29 22:37:42.307820,2021-12-29 17:34:11-05:00,224,3,63579,789587415850182258,1056962088650546447,913544724810556948,63580,789587415850182258,1056962088650546447,913544724810556948,178411095821015285,28018580153591288,150392515667423997,185,90658999852,53965486537,16910913
2021-12-29 22:37:42.307820,2021-12-29 17:36:16-05:00,225,2,4320000,15330969592437255,13276437469872615,14266767648858366,4319750,15330969592437255,13276437469872615,14266767648858366,1020349251499111,2213222567326753,-1192873315827642,409,51150496351,33919099038,28004315
2021-12-29 22:37:42.307820,2021-12-29 17:36:58-05:00,226,2,4319750,15328657633777611,13278439900568833,14266767648858366,4319700,15328657633777611,13278439900568833,14266767648858366,1020349251499111,2210910608667109,-1190561357167998,409,51151361351,33914373187,5590851
2021-12-29 23:40:07.248394,2021-12-29 18:39:50-05:00,227,1,56848750,3509354697396469,2888599551142697,3183884483410156,56848500,3509354697396469,2888599551142697,3183884483410156,186301830098207,508472515149307,-322170685051100,485,93412404340,46774943863,7299720
2021-12-29 23:47:02.682327,2021-12-29 18:40:17-05:00,228,1,56848500,3509354697396469,2888599551142697,3183884483410156,56848250,3509354697396469,2888599551142697,3183884483410156,186301830098207,508472515149307,-322170685051100,485,93412404340,46767644142,7299721
2021-12-29 23:47:02.682327,2021-12-29 18:42:09-05:00,229,1,56848250,3511421343116235,2886899466955936,3183884483410156,56847250,3511421343116235,2886899466955936,3183884483410156,186301830098207,510539160869073,-324237330770866,485,93422069020,46747939931,29368891
2021-12-29 23:47:02.682327,2021-12-29 18:43:22-05:00,230,1,56847250,3511421343116235,2886899466955936,3183884483410156,56847240,3511421343116235,2886899466955936,3183884483410156,186301830098207,510539160869073,-324237330770866,485,93422069020,46747646242,293689
2021-12-30 00:59:26.186722,2021-12-29 19:58:59-05:00,231,3,63580,795614502443082495,1048955193333595796,913544724810556948,63580,796410116865964127,1050004148422033872,914458269535367504,175467445137031522,31102016062507762,144365429074523760,181,91465821909,54783987900,157179551
2021-12-30 02:02:43.314818,2021-12-29 19:59:30-05:00,232,4,86706,608802313220925832,722058273191509580,663016400249117706,86706,609411115473266526,722780331392495262,663679416649366823,65421676349846551,10456073812922883,54965602536923668,169,69940148454,45080193242,42890510
2021-12-30 02:02:43.314818,2021-12-29 20:00:10-05:00,233,5,523645,153830207851616715,151727542966260773,152775258046959294,523645,155368509914749861,153244818380750626,154303010627428886,696871909305003,1751821713962424,-1054949804657421,76,22166680150,19955214929,3749298
2021-12-30 17:48:10.532959,2021-12-30 12:47:24-05:00,234,5,523645,154383546978558806,154222516289220551,154303010627428886,523645,155927382432906039,155764741436690504,155846040733703174,617498181145705,687485049612071,-69986868466366,71,23242529807,20991513429,14662
2021-12-30 17:48:10.532959,2021-12-30 12:47:52-05:00,235,5,523645,155927382432906039,155764741436690504,155846040733703174,523645,166842299187616723,166668273321682365,166755263585062396,617498181145705,687485049612071,-69986868466366,71,23242529807,20991407653,105776
2021-12-30 17:54:21.822420,2021-12-30 12:48:31-05:00,236,4,86706,605286292967719440,727705836397545179,663679416649366823,86706,611339155836868005,734982894688750047,670316210815860491,70566005976497987,11475580934027233,59090425042470754,173,72705963805,46921372241,494618799
2021-12-30 17:54:21.822420,2021-12-30 12:49:12-05:00,237,3,63580,788626482395879844,1060367544570790491,914458269535367504,63580,789415108799413075,1061427912009324527,915372727804902871,176194564781265607,24045501236657564,152149063544608043,183,94189490132,57681036952,176188191
2021-12-30 17:54:21.822420,2021-12-30 12:49:43-05:00,238,2,4319700,15321210676604101,13284893957977074,14266767648858366,4319700,15336531885748584,13298178850606561,14281034416507224,1003163722446677,2186278122441165,-1183114399994488,406,52408418870,34519970442,40142972
2021-12-30 17:54:21.822420,2021-12-30 12:50:22-05:00,239,0,233950,1129978897374714654,845583375741917396,977492389003229456,233950,1141278686235463910,854039209414778232,987267312893261750,35450888589959481,59718518111077126,-24267629521117645,1183,206794921892,176899371592,94322791
2021-12-30 19:12:28.790828,2021-12-30 14:12:23-05:00,240,0,233950,1141126850077507983,854152846409036764,987267312893261750,233950,1152538118464170377,862694374787711846,997139986022194367,35805036823795885,59920830186957603,-24115793363161718,1182,207081076685,177028739508,92196420
2021-12-30 19:23:19.652553,2021-12-30 14:13:01-05:00,241,0,233950,1152702510012909366,862571342638272496,997139986022194367,233950,1198810610298155489,897074196257546261,1037025585463082141,35805035726251176,60085220638151883,-24280184911900707,1181,207083955006,176672579443,359038386
2021-12-30 21:57:14.377244,2021-12-30 16:55:36-05:00,242,1,56847240,3486225472842520,2907763850235016,3183884483410156,56847000,3486225472842520,2907763850235016,3183884483410156,186662479444165,485703939941316,-299041460497151,486,95477096904,47766978570,6547788
2021-12-30 21:57:14.377244,2021-12-30 16:56:09-05:00,243,1,56847000,3486225472842520,2907763850235016,3183884483410156,56846500,3486225472842520,2907763850235016,3183884483410156,186662479444165,485703939941316,-299041460497151,486,95477096904,47753337343,13641227
2021-12-31 03:47:16.055828,2021-12-30 22:43:49-05:00,244,3,63580,783655323731128727,1069229296905119786,915372727804902871,63581,783655323731128727,1069229296905119786,915372727804902871,178702721352915852,20793872740023461,157908848612892391,189,95979726357,60312423251,17931944
2021-12-31 03:47:16.055828,2021-12-30 22:46:07-05:00,245,3,63581,783278207669640782,1069744086589459439,915372727804902871,63582,783278207669640782,1069744086589459439,915372727804902871,179022261537807592,20736296863427256,158285964674380336,189,95988262350,60302975820,17983424
2021-12-31 03:47:16.055828,2021-12-30 22:46:19-05:00,246,3,63582,783278207669640782,1069744086589459439,915372727804902871,63583,783278207669640782,1069744086589459439,915372727804902871,179022261537807592,20736296863427256,158285964674380336,189,95988262350,60284992396,17983424
2021-12-31 03:47:16.055828,2021-12-30 22:46:45-05:00,247,3,63583,783278161769744816,1069744149276183877,915372727804902871,63585,783278161769744816,1069744149276183877,915372727804902871,179022307437703558,20736296863427256,158286010574276302,189,95988262748,60249025934,35966860
2021-12-31 03:47:16.055828,2021-12-30 22:47:09-05:00,248,3,63585,783276609618236187,1069746269095638150,915372727804902871,63587,783276609618236187,1069746269095638150,915372727804902871,179023859589212187,20736296863427256,158287562725784931,189,95988276226,60213072128,35967284
2021-12-31 03:53:28.767098,2021-12-30 22:47:30-05:00,249,3,63587,783276609618236187,1069746269095638150,915372727804902871,63591,783276609618236187,1069746269095638150,915372727804902871,179023859589212187,20736296863427256,158287562725784931,189,95988276226,60141137560,71934568
2021-12-31 03:53:28.767098,2021-12-30 22:48:16-05:00,250,3,63591,782568761356828659,1070713874850068805,915372727804902871,63600,782568761356828659,1070713874850068805,915372727804902871,179674199158796315,20678788171603856,158995410987192459,189,95994429327,59984567038,162723623
2021-12-31 03:53:28.767098,2021-12-30 22:48:35-05:00,251,3,63600,782588014370130097,1070687533444251193,915372727804902871,63700,782588014370130097,1070687533444251193,915372727804902871,179654946145494877,20678788171603856,158976157973891021,189,95994749094,58177109965,1807776840
2021-12-31 03:53:28.767098,2021-12-30 22:49:25-05:00,252,3,63700,782832663909011637,1070352923988846819,915372727804902871,63703,782832663909011637,1070352923988846819,915372727804902871,179410296606613337,20678788171603856,158731508435009481,188,95996883901,58125111850,54132922
2021-12-31 03:53:28.767098,2021-12-30 22:50:23-05:00,253,2,4319700,15342495184617763,13293010136313424,14281034416507224,4319700,15495920134929691,13425940236347257,14423844760672296,1017807066469390,2206884765333057,-1189077698863667,411,52856592770,34328664105,400950235
2021-12-31 03:53:28.767098,2021-12-30 22:50:59-05:00,254,4,86706,617270836446014924,727920057052346980,670316210815860491,86706,623443544748747989,735199257550078444,677019372924019095,64077425198262653,10918680764938818,53158744433323835,163,73960121869,47870281871,393182664
2021-12-31 03:53:28.767098,2021-12-30 22:51:49-05:00,255,3,63703,783262314883958382,1069765792234145919,915372727804902871,63703,784045577120516108,1070835557919403485,916288100532707773,178980645631666592,20678788171603856,158301857460062736,186,96000817757,57936578366,192467340
2021-12-31 03:53:28.767098,2021-12-30 22:52:14-05:00,256,3,63703,784047875863458231,1070832418560178510,916288100532707773,63703,784831923660916901,1071903250871655446,917204388633240480,178979496265844819,20679937548724206,158299558717120613,186,96000837755,57744264865,192333499
2021-12-31 03:53:28.767098,2021-12-30 22:52:52-05:00,257,0,233950,1207992857438752035,890255317556440608,1037025585463082141,233950,1268392500189890351,934768083345237106,1088876864736236248,35539779765244275,69002211817741528,-33462432052497253,1186,208848172388,177189732840,803921683
2021-12-31 20:42:52.370619,2021-12-31 15:38:47-05:00,258,3,63703,792080258163295298,1062094253527830560,917204388633240480,63703,800001060665720225,1072715195956899440,926376432519572884,180200499054409780,29149274839667564,151051224214742216,187,98763060124,56974858765,1721054077
2022-01-01 01:55:48.633312,2021-12-31 20:36:25-05:00,259,3,63703,792527094215168057,1082831490546744671,926376432519572884,63713,792527094215168057,1082831490546744671,926376432519572884,172445492870023131,13920302204728747,158525190665294384,180,100249106035,58073333186,180490675
2022-01-01 01:55:48.633312,2021-12-31 20:37:28-05:00,260,3,63713,792527094215168057,1082831490546744671,926376432519572884,63723,792527094215168057,1082831490546744671,926376432519572884,172445492870023131,13920302204728747,158525190665294384,180,100249106035,57892842511,180490675
2022-01-01 01:55:48.633312,2021-12-31 20:37:44-05:00,261,3,63723,792527094215168057,1082831490546744671,926376432519572884,63773,792527094215168057,1082831490546744671,926376432519572884,172445492870023131,13920302204728747,158525190665294384,180,100249106035,56990389138,902453373
2022-01-01 01:55:48.633312,2021-12-31 20:38:11-05:00,262,3,63773,792487157370220644,1082886059094562713,926376432519572884,63803,792487157370220644,1082886059094562713,926376432519572884,172485429714970544,13920302204728747,158565127510241797,180,100249454035,56449101409,541635729
2022-01-01 01:55:48.633312,2021-12-31 20:38:33-05:00,263,3,63803,792487157370220644,1082886059094562713,926376432519572884,63823,792487157370220644,1082886059094562713,926376432519572884,172485429714970544,13920302204728747,158565127510241797,180,100249454035,56088010922,361090487
2022-01-01 01:55:48.633312,2021-12-31 20:39:46-05:00,264,3,63823,792772449434954200,1082496364927099570,926376432519572884,63823,800700173850026497,1093321328468120929,935640196844768612,172200137650236988,13920302204728747,158279835445508241,180,100251941180,54192741011,1897757056
2022-01-01 01:55:48.633312,2021-12-31 20:40:41-05:00,265,3,63823,800843151306582317,1093126134029438947,935640196844768612,63823,808851582739563825,1104057395260420723,944996598813216298,172057160193681168,13920302204728747,158136857988952421,180,100254317890,52313711416,1881406305
2022-01-01 16:27:48.014501,2022-01-01 11:11:36-05:00,266,3,63823,799100791462934397,1117529329602683509,944996598813216298,63830,799100791462934397,1117529329602683509,944996598813216298,178541942366517737,10654293100935888,167887649265581849,184,101799632909,51386822294,135817094
2022-01-01 16:27:48.014501,2022-01-01 11:15:07-05:00,267,3,63830,799320182355563634,1117222599255354654,944996598813216298,63838,799320182355563634,1117222599255354654,944996598813216298,178322551473888500,10654293100935888,167668258372952612,184,101806970833,51239186066,154974152
2022-01-01 16:27:48.014501,2022-01-01 11:16:12-05:00,268,3,63838,799260800677476713,1117305604142725811,944996598813216298,63838,800060061398228109,1118422909635137976,945941595412029514,178381933151975421,10654293100935888,167727640051039533,184,101807751418,51025550832,214415819
2022-01-01 17:00:19.153152,2022-01-01 11:35:48-05:00,269,0,233950,1261615782646940322,939789152027132959,1088876864736236248,233950,1375161202959003372,1024370175615596010,1186875782562497510,39320590766715335,66006305276262559,-26685714509547224,1195,216037333226,182204531997,846186154
2022-01-02 01:54:44.482449,2022-01-01 20:05:54-05:00,270,0,233950,1358915653834955266,1036616304520419433,1186875782562497510,233950,1481218062544209674,1129911771823595551,1293694602993122285,41213139129380835,51653304514879953,-10440165385499118,1193,217850983294,183996374063,119947335
2022-01-02 01:54:44.482449,2022-01-01 20:10:01-05:00,271,0,233950,1481218062451840588,1129911772101380359,1293694602993122285,233950,1510842423552755593,1152510007430416788,1319568495052984730,41213139129380835,51653304422510867,-10440165293130032,1192,217850985294,183970268179,26107884
2022-01-03 22:51:42.333313,2022-01-03 17:50:48-05:00,272,0,233950,1547761975586263557,1125018601440212781,1319568495052984730,233950,1578717214943212630,1147518973356515176,1345959864954044424,36709668724468505,84069386051106501,-47359717326637996,1213,225134845832,189479658449,513856670
2022-01-03 22:58:03.218817,2022-01-03 17:51:49-05:00,273,1,56846500,3529619775471807,2872014848212629,3183884483410156,56846000,3529619775471807,2872014848212629,3183884483410156,161692245919238,504128009045676,-342435763126438,525,103831663245,51960220979,15428676
2022-01-03 22:58:03.218817,2022-01-03 17:52:26-05:00,274,1,56846000,3529619775471807,2872014848212629,3183884483410156,56845000,3529619775471807,2872014848212629,3183884483410156,161692245919238,504128009045676,-342435763126438,525,103831663245,51929363626,30857353
2022-01-03 22:58:03.218817,2022-01-03 17:53:20-05:00,275,2,4319700,15471283567672611,13447319788946948,14423844760672296,4319700,15625996401802208,13581792985491685,14568083208279018,1066367203896102,2230808335502689,-1164441131606587,422,56278699470,36305372905,380682202
2022-01-03 22:58:03.218817,2022-01-03 17:55:36-05:00,276,3,63838,793870576424624330,1127142796953899801,945941595412029514,63840,793870576424624330,1127142796953899801,945941595412029514,182290212902388937,8373087877745625,173917125024643312,214,107444060513,53766648754,40510834
2022-01-03 22:58:03.218817,2022-01-03 17:57:00-05:00,277,4,86706,605740893099354239,756685303132163057,677019372924019095,86706,611798301969773692,764252156087816157,683789566653259285,79840699504783597,8979303422066012,70861396082717585,173,85161280637,53891523003,713256041
2022-01-04 15:54:28.856629,2022-01-04 10:45:45-05:00,278,0,233950,1569834057110706044,1154012393769434801,1345959864954044424,233950,1616929078667043819,1188632765467116605,1386338660902665756,36136379243263410,74612938737394820,-38476559494131410,1219,229382721016,192405402403,496060094
2022-01-04 15:54:28.856629,2022-01-04 10:46:10-05:00,279,0,233950,1617188824550240272,1188441852637653339,1386338660902665756,233950,1711393998659287833,1257671475021017182,1467096252799908422,35876051939312551,74612357316640414,-38736305377327863,1218,229387227412,191489436735,920472064
2022-01-04 15:54:28.856629,2022-01-04 10:47:21-05:00,280,1,56845000,3500070781862006,2896261543118593,3183884483410156,56845000,3517571135421308,2910742850544559,3199803905827206,138803469989098,451690239505735,-312886769516637,534,106105967206,53436635683,789008600
2022-01-04 15:54:28.856629,2022-01-04 10:48:16-05:00,281,3,63840,805037722513555069,1111507544189134783,945941595412029514,63840,809062911045619072,1117065081798929702,950671303389089661,176503957728819360,13753978793106787,162749978935712573,201,109411870217,55948217738,999203378
2022-01-04 15:54:28.856629,2022-01-04 10:49:01-05:00,282,2,4319700,15418404419124859,13764657003035538,14568083208279018,4319700,15649680483869891,13971126856704605,14786604456403203,1179324349869256,2136173498798494,-956849148929238,425,57036650202,36481935530,384302111
2022-01-04 15:54:28.856629,2022-01-04 10:49:54-05:00,283,4,86706,612054507663636971,763932240689926729,683789566653259285,86706,633476415370658814,790669869037680940,707722201486123359,79411023164956508,8805832776102202,70605190388854306,169,86593408932,53002133017,2404461427
2022-01-04 15:54:28.856629,2022-01-04 10:50:29-05:00,284,5,523645,167731185967756679,165785019481523825,166755263585062396,523645,176117745249371394,174074270439021514,175093026764315515,789107115024643,1747980763630965,-958873648606322,80,29211664534,26617045320,13660327
2022-01-04 17:31:46.097454,2022-01-04 12:20:19-05:00,285,0,233950,1712754989105130093,1256672103523745009,1467096252799908422,233950,1866902937953316302,1369772592715214849,1599134915551900179,35275523980025917,75372819803196040,-40097295823170123,1220,229793363036,190512809730,1392247446
2022-01-05 17:13:49.004657,2022-01-05 12:12:58-05:00,286,0,233950,1884558281182231731,1356939980934399871,1599134915551900179,233950,1903403863805598220,1370509380608049871,1615126264707419180,51270522428604075,109023161480689627,-57752639052085552,1236,235953620715,194693255249,314033744
2022-01-05 21:03:51.466853,2022-01-05 15:58:39-05:00,287,0,233950,1965057049465392151,1327509983314447561,1615126264707419180,233945,1965057049465392151,1327509983314447561,1615126264707419180,49058447534512231,168464272246391714,-119405824711879483,1232,238912901101,196669199391,42942138
2022-01-05 22:37:31.651958,2022-01-05 17:28:15-05:00,288,3,63840,904859259685875281,998802761217539173,950671303389089661,63850,904859259685875281,998802761217539173,950671303389089661,80072549581729204,13118919286272840,66953630295456364,153,114906761099,61884755767,68813113
2022-01-05 22:37:31.651958,2022-01-05 17:28:32-05:00,289,3,63850,904680943779998042,998999628876113956,950671303389089661,63890,904680943779998042,998999628876113956,950671303389089661,80250865487606443,13118919286272840,67131946201333603,153,114908018099,61609972842,276039925
2022-01-05 22:37:31.651958,2022-01-05 17:29:06-05:00,290,3,63890,900439427601366645,1003705412472920960,950671303389089661,63990,900439427601366645,1003705412472920960,950671303389089661,84492381666237840,13118919286272840,71373462379965000,153,114938083350,60902880444,737157649
2022-01-05 22:37:31.651958,2022-01-05 17:29:49-05:00,291,3,63990,895345430678846658,1009415914930477657,950671303389089661,64090,895345430678846658,1009415914930477657,950671303389089661,89468321123229500,13000861820744513,76467459302484987,153,114974624851,60145159272,794262673
2022-01-05 22:37:31.651958,2022-01-05 17:30:26-05:00,292,3,64090,894622104364115223,1010232055164679554,950671303389089661,64150,894622104364115223,1010232055164679554,950671303389089661,90191647437960935,13000861820744513,77190785617216422,154,114984216443,59673296418,481454446
2022-01-05 22:37:31.651958,2022-01-05 17:31:06-05:00,293,3,64150,881240033105934208,1025572934881485692,950671303389089661,64250,881240033105934208,1025572934881485692,950671303389089661,103254026102605428,12681169227207991,90572856875397437,153,115082628184,58815875286,955832873
2022-01-06 00:22:59.729564,2022-01-05 19:03:55-05:00,294,3,64250,863651871983156268,1046458597967511644,950671303389089661,64250,864515523768774237,1047505056460833295,951621974692478750,116328138886819713,8167120888644336,108161017998175377,153,116496108493,59305788286,83210730
2022-01-06 00:22:59.729564,2022-01-05 19:04:26-05:00,295,3,64250,864415599223231113,1047626145954996719,951621974692478750,64250,867008845934459246,1050769024288099094,954476840616556186,116428063432362837,8167120888644336,108260942543718501,153,116496886493,59057078659,249487627
2022-01-06 00:22:59.729564,2022-01-05 19:06:10-05:00,296,3,64250,866847125120886055,1050965058165608821,954476840616556186,64251,866847125120886055,1050965058165608821,954476840616556186,116589784245936028,8167120888644336,108422663357291692,153,116498492650,59047001030,11683786
2022-01-06 00:22:59.729564,2022-01-05 19:07:22-05:00,297,3,64251,866800053513377300,1051022130860197232,954476840616556186,64254,866800053513377300,1051022130860197232,954476840616556186,116636855853444783,8167120888644336,108469734964800447,153,116500525400,59013965302,35068478
2022-01-06 00:22:59.729564,2022-01-05 19:08:10-05:00,298,3,64254,866377823498031880,1051534347445623816,954476840616556186,64259,866377823498031880,1051534347445623816,954476840616556186,117059085868790203,8167120888644336,108891964980145867,153,116505950203,58960686532,58703573
2022-01-06 00:22:59.729564,2022-01-05 19:09:12-05:00,299,3,64259,865995445929421369,1051998649133325147,954476840616556186,64259,866861441288751245,1053050647677258607,955431317457172742,117441463437400714,8167120888644336,109274342548756378,153,116512027758,58881974142,84789945
2022-01-06 00:22:59.729564,2022-01-05 19:09:43-05:00,300,4,86706,667620704564039771,750232446435939247,707722201486123359,86706,674296911542918098,757734770825275394,714799423500984592,49115029728217276,12654128532743927,36460901195473349,149,91413626209,57613708377,172803305
