,ts,record_id,user_authority,user,partial,base_asset_value,base_asset_value_closed,liquidation_fee,fee_to_liquidator,fee_to_insurance_fund,liquidator,total_collateral,collateral,unrealized_pnl,margin_ratio
2021-12-05 01:50:36.504518,1969-12-31 19:00:00-05:00,0,11111111111111111111111111111111,11111111111111111111111111111111,False,0,0,0,0,0,11111111111111111111111111111111,0,0,0,0
2021-12-05 01:50:36.504518,2021-11-02 23:44:44-04:00,1,73Wkg27usHy8knWENTmb9zbikugYh93JvBB2bF855vZ2,J9WaUA7r8ct4ZG8o8ATZjvHUPuCYqY42aTsr9xveW5BX,True,109019053,27254763,170209,85104,85105,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,6808394,20827447,-14019053,624
2021-12-05 01:50:36.504518,2021-11-03 15:16:48-04:00,2,73Wkg27usHy8knWENTmb9zbikugYh93JvBB2bF855vZ2,J9WaUA7r8ct4ZG8o8ATZjvHUPuCYqY42aTsr9xveW5BX,True,83711127,20927781,111875,55937,55938,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,4475031,16936405,-12461374,534
2021-12-05 01:50:36.504518,2021-11-03 16:14:45-04:00,3,DSEgVqfxXp5wxjn3gNZtmb4E6rJeBm3VcbqdwDnsuzSq,6YVCWznUKheSMPuywSRJgCes7wghPGJXgxfrVfnjN4mB,True,886842089,221710522,1365175,682587,682588,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,54607013,149594012,-94986999,615
2021-12-05 01:50:36.504518,2021-11-03 16:47:45-04:00,4,73Wkg27usHy8knWENTmb9zbikugYh93JvBB2bF855vZ2,J9WaUA7r8ct4ZG8o8ATZjvHUPuCYqY42aTsr9xveW5BX,True,63192132,15798033,98701,49350,49351,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,3948050,13703072,-9755022,624
2021-12-05 01:50:36.504518,2021-11-03 17:03:45-04:00,5,3oG1F9Ea32KTbfJcBQRMwn6fftcyARJNnibBZz84UrBi,2rwC8bmYjDxMM58LvLSYr1UpxsnTnqZXoyQa8qsBogst,True,2793365886,698341471,4359465,2179732,2179733,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,174378631,472745517,-298366886,624
2021-12-05 01:50:36.504518,2021-11-03 18:24:21-04:00,6,DSEgVqfxXp5wxjn3gNZtmb4E6rJeBm3VcbqdwDnsuzSq,6YVCWznUKheSMPuywSRJgCes7wghPGJXgxfrVfnjN4mB,True,678174523,169543630,991998,495999,495999,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,39679938,123983399,-84303461,585
2021-12-05 01:50:36.504518,2021-11-03 18:24:21-04:00,7,73Wkg27usHy8knWENTmb9zbikugYh93JvBB2bF855vZ2,J9WaUA7r8ct4ZG8o8ATZjvHUPuCYqY42aTsr9xveW5BX,True,48202614,12050653,75098,37549,37549,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,3003948,11128829,-8124881,623
2021-12-05 01:50:36.504518,2021-11-03 19:01:25-04:00,8,3oG1F9Ea32KTbfJcBQRMwn6fftcyARJNnibBZz84UrBi,2rwC8bmYjDxMM58LvLSYr1UpxsnTnqZXoyQa8qsBogst,True,2130201752,532550438,3333349,1666674,1666675,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,133333982,392486730,-259152748,625
2021-12-05 01:50:36.504518,2021-11-04 16:51:33-04:00,9,73Wkg27usHy8knWENTmb9zbikugYh93JvBB2bF855vZ2,J9WaUA7r8ct4ZG8o8ATZjvHUPuCYqY42aTsr9xveW5BX,True,36758326,9189581,55871,27935,27936,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,2234866,8934976,-6700110,607
2021-12-05 01:50:36.504518,2021-11-04 16:52:33-04:00,10,3oG1F9Ea32KTbfJcBQRMwn6fftcyARJNnibBZz84UrBi,2rwC8bmYjDxMM58LvLSYr1UpxsnTnqZXoyQa8qsBogst,True,1633200505,408300126,2274195,1137097,1137098,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,90967827,321023385,-230055558,556
2021-12-05 01:50:36.504518,2021-11-04 19:22:34-04:00,11,73Wkg27usHy8knWENTmb9zbikugYh93JvBB2bF855vZ2,J9WaUA7r8ct4ZG8o8ATZjvHUPuCYqY42aTsr9xveW5BX,True,27998439,6999609,43513,21756,21757,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,1740533,7195369,-5454836,621
2021-12-05 01:50:36.504518,2021-11-06 04:34:38-04:00,12,3oG1F9Ea32KTbfJcBQRMwn6fftcyARJNnibBZz84UrBi,2rwC8bmYjDxMM58LvLSYr1UpxsnTnqZXoyQa8qsBogst,True,1233563244,308390811,1926349,963174,963175,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,77053993,258339105,-181285112,624
2021-12-05 01:50:36.504518,2021-11-06 13:20:38-04:00,13,73Wkg27usHy8knWENTmb9zbikugYh93JvBB2bF855vZ2,J9WaUA7r8ct4ZG8o8ATZjvHUPuCYqY42aTsr9xveW5BX,True,21304502,5326125,33278,16639,16639,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,1331129,5727961,-4396832,624
2021-12-05 01:50:36.504518,2021-11-06 15:39:37-04:00,14,81GV2H9ipJSZD6YpJGj2XQNfoUroWWnKfwMHGSwvhixd,7cLHoNuNVj8qkn3QmBYLFwja37f1MWEo4e3ZcNSpXTPw,True,6571396827,1642849206,10284072,5142036,5142036,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,411362904,1122722501,-711359597,625
2021-12-05 01:50:36.504518,2021-11-06 17:34:39-04:00,15,81GV2H9ipJSZD6YpJGj2XQNfoUroWWnKfwMHGSwvhixd,7cLHoNuNVj8qkn3QmBYLFwja37f1MWEo4e3ZcNSpXTPw,True,5055468436,1263867109,6840919,3420459,3420460,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,273636788,935544466,-661907678,541
2021-12-05 01:50:36.504518,2021-11-10 16:25:04-05:00,16,6zc2j7WaicYnnYjR6iMVLgJ9sqmvuKzkHNSSmcgbXrHw,5NBipewC9DDqx4p8cQn1UxRLZhDWyaTubUFoEzWdLH5Y,True,641803413,160450853,962996,481498,481498,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,38519854,90906930,-52387076,600
2021-12-05 01:50:36.504518,2021-11-16 05:15:19-05:00,17,6zc2j7WaicYnnYjR6iMVLgJ9sqmvuKzkHNSSmcgbXrHw,5NBipewC9DDqx4p8cQn1UxRLZhDWyaTubUFoEzWdLH5Y,True,470929608,117732402,725163,362581,362582,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,29006556,78738048,-49731492,615
2021-12-05 01:50:36.504518,2021-11-16 22:14:26-05:00,18,82ahWrNx6L73jAvzt4PAv7FuhwSdGqG4KqAZWD2uwEZt,2funPHa9Xi1hcgj7rHc7NHDYQ5HjgZ7UvbnZpet3u7kQ,True,115186277,28796569,169416,84708,84708,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,6776654,27848342,-21071688,588
2021-12-05 01:50:36.504518,2021-11-16 22:17:18-05:00,19,7ckvB1uchDPcA5vkjJvu4DHCkgGq81qbJrd4P2CwPDV8,pVjScFyTQfYJ74uA9JLEsChSrtY8fRi2dCM3jtWC6bp,True,42902924,10725731,66987,33493,33494,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,2679504,10312820,-7633316,624
2021-12-05 01:50:36.504518,2021-11-16 22:17:20-05:00,20,3fB955q6xxxZcgnCyguLwkSa7egxgBoksPQVQ3U8HRHL,GK7cTdhfSpapJB8dFzEkV8c1UFkJPj281DwztnpKjxLx,True,1001309929,250327482,1566816,783408,783408,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,62672667,241361738,-178689071,625
2021-12-05 01:50:36.504518,2021-11-17 06:36:22-05:00,21,66SjFhmiNYz8tLRnBhZUbowWGTbM16G52X3AT2hma2wN,3wVy8nk24HCFZWMiacGe8QsJquYaadZ9pQg44bGRwdE3,True,306353682,76588420,479244,239622,239622,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,19169799,73394042,-54224243,625
2021-12-05 01:50:36.504518,2021-11-17 06:36:22-05:00,22,6zc2j7WaicYnnYjR6iMVLgJ9sqmvuKzkHNSSmcgbXrHw,5NBipewC9DDqx4p8cQn1UxRLZhDWyaTubUFoEzWdLH5Y,True,344295978,86073994,488459,244229,244230,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,19538382,65748413,-46210031,567
2021-12-05 01:50:36.504518,2021-11-17 06:36:22-05:00,23,HNCJ9xJCwy9rBzYHDF4AsE677ueQDGHS1riTGoBGdDgh,D8ZBxkpAFu877Lnsuazfyme3nB5cHYsSoDCUrMPMPLe3,True,285091156,71272789,424331,212165,212166,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,16973272,66275286,-49302014,595
2021-12-05 01:50:36.504518,2021-11-18 04:35:19-05:00,24,7qJorn74oJLvVFiDqfhRRSGvcxNuU6DTAhQDtkJ3ERnz,EXYBVDWDDvY6fb45EHxTjL7FWJGHN8Cy9FQFHCKSPrEC,True,211058704,52764676,308403,154201,154202,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,12336123,51282819,-38946696,584
2021-12-05 01:50:36.504518,2021-11-18 04:35:20-05:00,25,82ahWrNx6L73jAvzt4PAv7FuhwSdGqG4KqAZWD2uwEZt,2funPHa9Xi1hcgj7rHc7NHDYQ5HjgZ7UvbnZpet3u7kQ,True,84570913,21142728,122750,61375,61375,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,4910002,22533254,-17623252,580
2021-12-05 01:50:36.504518,2021-11-18 04:37:17-05:00,26,7ckvB1uchDPcA5vkjJvu4DHCkgGq81qbJrd4P2CwPDV8,pVjScFyTQfYJ74uA9JLEsChSrtY8fRi2dCM3jtWC6bp,True,31455807,7863951,48411,24205,24206,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,1936461,8382947,-6446486,615
2021-12-05 01:50:36.504518,2021-11-18 04:37:17-05:00,27,3fB955q6xxxZcgnCyguLwkSa7egxgBoksPQVQ3U8HRHL,GK7cTdhfSpapJB8dFzEkV8c1UFkJPj281DwztnpKjxLx,True,734224303,183556075,1135148,567574,567574,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,45405959,196230002,-150824043,618
2021-12-05 01:50:36.504518,2021-11-18 07:10:54-05:00,28,6zc2j7WaicYnnYjR6iMVLgJ9sqmvuKzkHNSSmcgbXrHw,5NBipewC9DDqx4p8cQn1UxRLZhDWyaTubUFoEzWdLH5Y,True,253983496,63495874,384784,192392,192392,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,15391368,54293148,-38901780,605
2021-12-05 01:50:36.504518,2021-11-18 07:10:59-05:00,29,5F6M2rEMMvaFGWWCf8XioLucUfb7nnp96vx9BcbroVsD,EYxYvNkDPViCFpWt7nsnhU27BLNuMbikAV7tNjcs3fFe,True,78518409,19629602,120444,60222,60222,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,4817771,19103387,-14285616,613
2021-12-05 01:50:36.504518,2021-11-18 08:20:16-05:00,30,HNCJ9xJCwy9rBzYHDF4AsE677ueQDGHS1riTGoBGdDgh,D8ZBxkpAFu877Lnsuazfyme3nB5cHYsSoDCUrMPMPLe3,True,209844870,52461217,327261,163630,163631,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,13090441,54044549,-40954108,623
2021-12-05 01:50:36.504518,2021-11-18 08:20:16-05:00,31,A2gRXnnsmLvMSzZray4DJdn7dgsrZwwK8uxqnajnyZHs,Gtwdm7MT23sMC9bucL12YD9LLjWftjzGso887FsatiuN,True,511674698,127918674,792551,396275,396276,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,31702048,121599840,-89897792,619
2021-12-05 01:50:36.504518,2021-11-18 08:26:16-05:00,32,82ahWrNx6L73jAvzt4PAv7FuhwSdGqG4KqAZWD2uwEZt,2funPHa9Xi1hcgj7rHc7NHDYQ5HjgZ7UvbnZpet3u7kQ,True,62463019,15615754,96469,48234,48235,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,3858790,18041823,-14183033,617
2021-12-05 01:50:36.504518,2021-11-18 08:26:18-05:00,33,3Ek5j2ea8wS2nCxsNgn2AbovxzJwGK7zc6xarkigSA3u,DEWmTn3Ah4F3nNXpoQLt1GG65Dsf4ZmGjn7FZUJyK6rP,True,9648863001,2412215750,14711849,7355924,7355925,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,588473981,2294065700,-1705591719,609
2021-12-05 01:50:36.504518,2021-11-18 08:26:18-05:00,34,EFHg5FatMRRSZnKJPJF9e1iw2cjPJRmwTTZYtkHno9DP,84LnLKhZDJgWFnbBYnYjqWkjymemXfidecPFwnUAvuFj,True,1875250752,468812688,2832332,1416166,1416166,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,113293312,446689045,-333395733,604
2021-12-05 01:50:36.504518,2021-11-18 08:26:19-05:00,35,26F7WDhDLwsFPgkeUDruwUiRn1R6SWS9rD3t33Tn1Ueq,88RtRiccENAcTo3hExVk9KgWhW5zrfGY175KN5EhnejY,True,420461143,105115285,626973,313486,313487,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,25078946,101583114,-76504168,596
2021-12-05 01:50:36.504518,2021-11-18 08:26:19-05:00,36,7qJorn74oJLvVFiDqfhRRSGvcxNuU6DTAhQDtkJ3ERnz,EXYBVDWDDvY6fb45EHxTjL7FWJGHN8Cy9FQFHCKSPrEC,True,155668659,38917164,237348,118674,118674,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,9493953,41331624,-31837671,609
2021-12-05 01:50:36.504518,2021-11-18 08:26:19-05:00,37,BELLbzmdx1SYke9kZUxFi9VcdvwaHmkZyv24FArQ1J2f,5a5LfKakAaFEVkavVHgExKaUr25RWYpzFic6MUQQ62uc,True,12586404230,3146601057,19204976,9602488,9602488,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,768199057,2992456467,-2224257410,610
2021-12-05 01:50:36.504518,2021-11-18 08:27:17-05:00,38,66SjFhmiNYz8tLRnBhZUbowWGTbM16G52X3AT2hma2wN,3wVy8nk24HCFZWMiacGe8QsJquYaadZ9pQg44bGRwdE3,True,223649976,55912494,328215,164107,164108,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,13128638,59916842,-46788204,587
2021-12-05 01:50:36.504518,2021-11-18 08:27:19-05:00,39,CQSb6ZVY1KVNXFAg8pxm8RvBBGGqRSU7FMvwHJPy46u8,FRBv3b5VTfKN1bK4DXFY4329LFbvm882P47edrgpuSM,True,6151578840,1537894710,9266157,4633078,4633079,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,370646284,1130588794,-759942510,602
2021-12-05 01:50:36.504518,2021-11-18 08:27:19-05:00,40,AzmgakTxLAutgbcNkxi3S4M6MvuZvwcrzMc43ErMFk4h,7KR9xHmrpNDAuYo63YTTvWuaKsjbzF3bPTWDudsJK9oU,True,434658457,108664614,658799,329399,329400,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,26351972,113882515,-87530543,606
2021-12-05 01:50:36.504518,2021-11-18 08:27:21-05:00,41,2XFYFxNQbCr5ao4cVzRZt45fsAwZc4jD9XTABmdqaJWd,CvpzBuDjyimaYFGWFkkBcaZGSRtAvtF6MtRV54mqZ74k,True,4230725,1057681,6440,3220,3220,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,257622,1025897,-768275,608
2021-12-05 01:50:36.504518,2021-11-18 08:27:22-05:00,42,EQYUWtYbtvN9C9ixiupXPjHyFWHsYa7dUh4DSd6rxbzt,iS616uGNCwCxP1taAvvdvA2KdqfXRSjcQWwZRUgBkLb,True,72557222,18139305,106395,53197,53198,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,4255810,17580388,-13324578,586
2021-12-05 01:50:36.504518,2021-11-18 08:27:22-05:00,43,36ByQojnxEckWdQTjqHfxKqCx9yjqWQsPsZyqaN72UWR,AZoirtS1fjX61agRM64tqThVinnJTh3BWgiHyNHPTgZP,True,63741003,15935250,97662,48831,48831,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,3906499,15164496,-11257997,612
2021-12-05 01:50:36.504518,2021-11-18 08:27:35-05:00,44,EvSdLa5PeJiaaaE3omJNG7cw1tptZnHTituYswVHSwm3,68ESX2mBsfxQo2U9jsbmHo7TzPTxr9mGH5Y11ZLR7E3A,True,849278040,212319510,1283255,641627,641628,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,51330227,202051187,-150720960,604
2021-12-05 01:50:36.504518,2021-11-18 08:55:17-05:00,45,8nXbrdjjaHB73CRPRenGEQj73wbtEFGDwXsehRGMhsap,43pvdcJ6f27wz94D6ZboKwRJYbyvYCrjsJhYsvk7LJCM,True,263455372,65863843,411779,205889,205890,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,16471180,64837056,-48365876,625
2021-12-05 01:50:36.504518,2021-11-18 09:19:56-05:00,46,7ckvB1uchDPcA5vkjJvu4DHCkgGq81qbJrd4P2CwPDV8,pVjScFyTQfYJ74uA9JLEsChSrtY8fRi2dCM3jtWC6bp,True,23131331,5782832,36138,18069,18069,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,1445534,6741005,-5295471,624
2021-12-05 01:50:36.504518,2021-11-18 09:21:54-05:00,47,3fB955q6xxxZcgnCyguLwkSa7egxgBoksPQVQ3U8HRHL,GK7cTdhfSpapJB8dFzEkV8c1UFkJPj281DwztnpKjxLx,True,539753368,134938342,844410,422205,422205,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,33776400,157837180,-124060780,625
2021-12-05 01:50:36.504518,2021-11-18 09:22:55-05:00,48,J5WcVsKNHbfioai1LRowvjvtEmUJBEkeoBim1ThshpoP,Ajh7SWBq3zJR4vb6AFoBS6C9D99wC6YF1sVN22qC1vCA,True,68115782,17028945,106144,53072,53072,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,4245770,16601048,-12355278,623
2021-12-05 01:50:36.504518,2021-11-18 09:26:56-05:00,49,FpqCxvTkSiwDwD5qEt6hXJxzFDLFLAQ8VevK8zwRqYun,A3p6YQisCJKpNkF7vkjZRbEfbnUt7vTZdR2zPBUSdTkk,True,408660222,102165055,639122,319561,319561,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,25564893,98695221,-73130328,625
2021-12-05 01:50:36.504518,2021-11-18 09:28:55-05:00,50,6meAnGTy2XNUDk9qSJZGT6BBRinA5iGiDYEy2T88LXuX,BCzNQCn3J1381yNH5xp5ky9QmVKVdSofSUaLHtxKxPBW,True,4245793,1061448,6628,3314,3314,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,265144,1018351,-753207,624
2021-12-05 01:50:36.504518,2021-11-18 09:28:55-05:00,51,EDE1swNYZ99y9idZacAw5Ncwz2DyD78SqvKMUXA2Dbw4,HSmYYMpNQNr1F2zjvysGRrC57FyusAJNsaXWfbmCfZh4,True,120751016,30187754,187648,93824,93824,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,7505959,35696335,-28190376,621
2021-12-05 01:50:36.504518,2021-11-18 09:43:17-05:00,52,6zc2j7WaicYnnYjR6iMVLgJ9sqmvuKzkHNSSmcgbXrHw,5NBipewC9DDqx4p8cQn1UxRLZhDWyaTubUFoEzWdLH5Y,True,187099811,46774952,292135,146067,146068,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,11685407,44252758,-32567351,624
2021-12-05 01:50:36.504518,2021-11-18 09:43:17-05:00,53,3A5AuwDWP4fT7RUqNBj51AxdS4uYkjEZmFYrykBJPp1X,GEXVPiMjcD2RS8jcEmo3k8CET3bJ8Fv3cAUn1ZwhxJy6,True,31144977083,7786244270,48055613,24027806,24027807,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,1922224555,10079235642,-8157011087,617
2021-12-05 01:50:36.504518,2021-11-18 09:44:15-05:00,54,5F6M2rEMMvaFGWWCf8XioLucUfb7nnp96vx9BcbroVsD,EYxYvNkDPViCFpWt7nsnhU27BLNuMbikAV7tNjcs3fFe,True,57603118,14400779,85805,42902,42903,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,3432227,15432505,-12000278,595
2021-12-05 01:50:36.504518,2021-11-18 09:44:17-05:00,55,J2gTwrYpzezkRupgBtgudQn5D33x6WjeBhTHnrA1qgqa,FBzoHRwqGRjnMvPEpiZVjtGZYJmAbneE4dpToXPzy8bv,True,42376177448,10594044362,65155050,32577525,32577525,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,2606202004,10230023556,-7623821552,615
2021-12-05 01:50:36.504518,2021-11-18 09:45:15-05:00,56,E5KDZriZ89a5D4VsMaWxndMMG68RT4weruJ1tCEc6tSx,CaSwkUocpbyyGCQBgKjJZJgcexbyqs2GTrGJH6EMWXAz,True,42291150405,10572787601,62974033,31487016,31487017,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,2518961323,10227809918,-7708848595,595
2021-12-05 01:50:36.504518,2021-11-18 09:45:15-05:00,57,82ahWrNx6L73jAvzt4PAv7FuhwSdGqG4KqAZWD2uwEZt,2funPHa9Xi1hcgj7rHc7NHDYQ5HjgZ7UvbnZpet3u7kQ,True,45712477,11428119,65905,32952,32953,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,2636225,14408554,-11772329,576
2021-12-05 01:50:36.504518,2021-11-18 09:45:17-05:00,58,HNCJ9xJCwy9rBzYHDF4AsE677ueQDGHS1riTGoBGdDgh,D8ZBxkpAFu877Lnsuazfyme3nB5cHYsSoDCUrMPMPLe3,True,152994206,38248551,210070,105035,105035,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,8402826,43510143,-35107317,549
2021-12-05 01:50:36.504518,2021-11-18 09:45:19-05:00,59,3Ek5j2ea8wS2nCxsNgn2AbovxzJwGK7zc6xarkigSA3u,DEWmTn3Ah4F3nNXpoQLt1GG65Dsf4ZmGjn7FZUJyK6rP,True,7069173332,1767293333,10190866,5095433,5095433,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,407634677,1859031518,-1451396841,576
2021-12-05 01:50:36.504518,2021-11-18 09:45:19-05:00,60,66SjFhmiNYz8tLRnBhZUbowWGTbM16G52X3AT2hma2wN,3wVy8nk24HCFZWMiacGe8QsJquYaadZ9pQg44bGRwdE3,True,164254987,41063746,233729,116864,116865,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,9349189,47925479,-38576290,569
2021-12-05 01:50:36.504518,2021-11-18 09:45:19-05:00,61,26F7WDhDLwsFPgkeUDruwUiRn1R6SWS9rD3t33Tn1Ueq,88RtRiccENAcTo3hExVk9KgWhW5zrfGY175KN5EhnejY,True,307864068,76966017,425719,212859,212860,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,17028778,81897729,-64868951,553
2021-12-05 01:50:36.504518,2021-11-18 09:45:20-05:00,62,4xsYjVsPm2C2itNtJb3NYkBp4WySHUwtSbWdu9fge8wz,8zu2jMoTndZpf9khY9PMhve88LRwrKNTuVuLpa5ss8qo,True,2111279004,527819751,2905598,1452799,1452799,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,116223943,504991684,-388767741,550
2021-12-05 01:50:36.504518,2021-11-18 09:45:20-05:00,63,7DWHQdHp5svNzMwB6E5sStKHdHTw2jWwhK5pGHW8bjXg,EG3PvMxk7SP6J9aDwkPBBqtZYckFHWGTfsnK8nunhYka,True,107006179,26751544,144400,72200,72200,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,5776019,25796685,-20020666,539
2021-12-05 01:50:36.504518,2021-11-18 09:45:20-05:00,64,7qJorn74oJLvVFiDqfhRRSGvcxNuU6DTAhQDtkJ3ERnz,EXYBVDWDDvY6fb45EHxTjL7FWJGHN8Cy9FQFHCKSPrEC,True,113949939,28487484,161918,80959,80959,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,6476742,33157817,-26681075,568
2021-12-05 01:50:36.504518,2021-11-18 09:45:20-05:00,65,7zDNgPFeomS1hdQhuY8iGF3nnGMNnx1YrinZJetrefje,AKyG5R6Bac6Fu83ruL9FGpjKCfDKxbP6QfEGbCgqegiV,True,409767671,102441917,556359,278179,278180,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,22254386,97635132,-75380746,543
2021-12-05 01:50:36.504518,2021-11-18 09:45:20-05:00,66,EFHg5FatMRRSZnKJPJF9e1iw2cjPJRmwTTZYtkHno9DP,84LnLKhZDJgWFnbBYnYjqWkjymemXfidecPFwnUAvuFj,True,1372519660,343129915,1920099,960049,960050,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,76803965,360947969,-284144004,559
2021-12-05 01:50:36.504518,2021-11-18 09:51:16-05:00,67,EQYUWtYbtvN9C9ixiupXPjHyFWHsYa7dUh4DSd6rxbzt,iS616uGNCwCxP1taAvvdvA2KdqfXRSjcQWwZRUgBkLb,True,53595891,13398972,83438,41719,41719,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,3337538,14153280,-10815742,622
2021-12-05 01:50:36.504518,2021-11-18 09:55:16-05:00,68,BELLbzmdx1SYke9kZUxFi9VcdvwaHmkZyv24FArQ1J2f,5a5LfKakAaFEVkavVHgExKaUr25RWYpzFic6MUQQ62uc,True,9264879654,2316219913,14395772,7197886,7197886,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,575830891,2427001038,-1851170147,621
2021-12-05 01:50:36.504518,2021-11-18 09:58:15-05:00,69,8d333AWdyiVhvkAdiKCTwhgzaPBMbn8mtucwUC1SAbZZ,3BM8UNLN7XGRaYRjezAqFVMr1z4PS3VRXiN1NAtvBuD9,True,495185323,123796330,753891,376945,376946,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,30155678,119969355,-89813677,608
2021-12-05 01:50:36.504518,2021-11-18 09:58:16-05:00,70,EvSdLa5PeJiaaaE3omJNG7cw1tptZnHTituYswVHSwm3,68ESX2mBsfxQo2U9jsbmHo7TzPTxr9mGH5Y11ZLR7E3A,True,625507296,156376824,967866,483933,483933,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,38714659,163243378,-124528719,618
2021-12-05 01:50:36.504518,2021-11-18 09:58:16-05:00,71,36ByQojnxEckWdQTjqHfxKqCx9yjqWQsPsZyqaN72UWR,AZoirtS1fjX61agRM64tqThVinnJTh3BWgiHyNHPTgZP,True,46900742,11725185,72818,36409,36409,72FwbpFGoLEazJEdpqNtPNefsadUrimUqma9wSoy4qiS,2912742,12261513,-9348771,621
