,ts,record_id,user_authority,user,direction,collateral_before,cumulative_deposits_before,amount
2021-12-05 01:50:36.504518,2021-12-02 16:26:18-05:00,3124,CJMSFVeyWUY2y1RjzgKn4kPqqxD8FLWxP29tvuUXBYUr,E8jc7deDbEM82CcXk8enQeFQR1BtAtE78aFi4zKjiv2i,DepositDirection.WITHDRAW(),22851120,24000000,22350000
2021-12-05 01:50:36.504518,2021-12-02 16:26:39-05:00,3125,93AGRvU9jLpCXC9sLZbbzUWE5CAxqyrmDC5uErSVbBfP,F6pPSqZa7UFyrwWQNtkriEjZoCaqogqpKsUg4xPVxAsU,DepositDirection.WITHDRAW(),585443868,597000000,585440000
2021-12-05 01:50:36.504518,2021-12-02 16:27:18-05:00,3126,9K1a3sUL8KsoRHraciTSxEEjYar18gnivpn6MMfA44W6,5Sgxxzb9VB3V4816HPWwFRtcWr2rB9cnmQpocMbup6JF,DepositDirection.DEPOSIT(),0,0,23000000
2021-12-05 01:50:36.504518,2021-12-02 16:27:35-05:00,3127,CgjNsbjmyFjHFVuhAcxMndQPmAxpTwqPLzBHtKSXsAH4,BNqwU9ibX7F3SECDGrtEU2KRqnaDSLpLRM2tsmJX3aKJ,DepositDirection.WITHDRAW(),551757654,586000000,551750000
2021-12-05 01:50:36.504518,2021-12-02 16:31:06-05:00,3128,D77YypDtT1zvgi2E7R7UUTdjLicwv7CuCFxtV3cU6YM4,GwyD1iDztj8BrRbyv4wTGiMtMEXF3a4jyKsiqmLPZ1Wa,DepositDirection.DEPOSIT(),600194183,602000000,1000000000
2021-12-05 01:50:36.504518,2021-12-02 16:31:13-05:00,3129,9K1a3sUL8KsoRHraciTSxEEjYar18gnivpn6MMfA44W6,5Sgxxzb9VB3V4816HPWwFRtcWr2rB9cnmQpocMbup6JF,DepositDirection.WITHDRAW(),21788346,23000000,21280000
2021-12-05 01:50:36.504518,2021-12-02 16:32:21-05:00,3130,H31T1RyvaTUQUKnopyp89LkFg2SRzCkzTDQeJp4JEFd7,spACzAk131drj8v1kV4zzogq6UCJUobNhSmNiVCbUrK,DepositDirection.DEPOSIT(),0,0,23000000
2021-12-05 01:50:36.504518,2021-12-02 16:34:45-05:00,3131,H31T1RyvaTUQUKnopyp89LkFg2SRzCkzTDQeJp4JEFd7,spACzAk131drj8v1kV4zzogq6UCJUobNhSmNiVCbUrK,DepositDirection.WITHDRAW(),21765377,23000000,21260000
2021-12-05 01:50:36.504518,2021-12-02 16:35:45-05:00,3132,4VhJfRaZ5tVYpmVG56ynto1iqF56zYLbNZCCM1JHqv3f,2ndHB67h1ShQ6XbVeHJkH3bm8eZZ4V5UWjNDT9cKyFez,DepositDirection.DEPOSIT(),0,0,22000000
2021-12-05 01:50:36.504518,2021-12-02 16:39:41-05:00,3133,4VhJfRaZ5tVYpmVG56ynto1iqF56zYLbNZCCM1JHqv3f,2ndHB67h1ShQ6XbVeHJkH3bm8eZZ4V5UWjNDT9cKyFez,DepositDirection.WITHDRAW(),21124828,22000000,21000000
2021-12-05 01:50:36.504518,2021-12-02 16:44:55-05:00,3134,3AxdbpSDe4vviFpmwsNyCni8UYB51snHNXw2STgM6Ckh,UADwKDG38pJeCWYT7y7kC9Db7RPPzkroRRfm2FN5n7W,DepositDirection.DEPOSIT(),0,0,16000000
2021-12-05 01:50:36.504518,2021-12-02 16:45:35-05:00,3135,skynetDj29GH6o6bAqoixCpDuYtWqi1rm8ZNx1hB3vq,MHVw54qHUWfJGNyjahVFGFNWWg54PeUospTCRAYFfUj,DepositDirection.WITHDRAW(),4959655120,5373380000,4959650000
2021-12-05 01:50:36.504518,2021-12-02 16:47:54-05:00,3136,EiGGbs7qNsGUWGTSsxLehA2wR56FJamnKMtkD32QbRGQ,9LQ9VC6iEt2dftvnmY5EWz6T9TPKAiUFWf44gZh7CkXp,DepositDirection.WITHDRAW(),2195258776,2200000000,100000000
2021-12-05 01:50:36.504518,2021-12-02 16:48:19-05:00,3137,AiP6Qy3zAqKCVpsoQbNxLJKpEGrWYA2BBWRf3ECcLmSZ,3awK8LVFcHCeSZm25AhuhLzpHYjaaVgDhQba1FGrYCKr,DepositDirection.WITHDRAW(),10366801,15000000,5000000
2021-12-05 01:50:36.504518,2021-12-02 16:49:07-05:00,3138,DkvR2xUPMyXWGGkUSmDSfhp7RtvMkfbT1ThKCS3TwrXd,F7jYV6TtT1LZ5XCNn1zkbUfNMo4gGcQUczAQy1jLHpaW,DepositDirection.DEPOSIT(),0,0,329000000
2021-12-05 01:50:36.504518,2021-12-02 16:50:52-05:00,3139,93AGRvU9jLpCXC9sLZbbzUWE5CAxqyrmDC5uErSVbBfP,F6pPSqZa7UFyrwWQNtkriEjZoCaqogqpKsUg4xPVxAsU,DepositDirection.DEPOSIT(),3868,11560000,579000000
2021-12-05 01:50:36.504518,2021-12-02 16:51:21-05:00,3140,3QkmA7uM1exEoDQDKhspq25kfGiHD5cjwkTEzKuVwpjZ,6yUyAgFSN8BmmBqgZR45KhPmt7uQmtKexXewsteoJ3hF,DepositDirection.DEPOSIT(),0,0,90000000
2021-12-05 01:50:36.504518,2021-12-02 16:58:07-05:00,3141,55a9UhXcYToFVcnnmzrpqtiGiGgxhKKtWzGpFJ1C2DUm,6iA8cMr1axTw8FVwYavGpTczwhpesLZrm4EnEYqm9b81,DepositDirection.DEPOSIT(),0,0,75000000
2021-12-05 01:50:36.504518,2021-12-02 16:59:20-05:00,3142,75mfrXWqGKL5JBaE8SJmx2YcHz95LpukQRnKDB8z3Jjb,8SdZD72Sk4a3iU5nvm4ZYJcuWyxUTDwTAdotY15sLHQE,DepositDirection.DEPOSIT(),0,0,2000000
2021-12-05 01:50:36.504518,2021-12-02 17:02:21-05:00,3143,5FzqLqMJ1JESDqp1FdV79LmGrCk64VPBR1xobPvSkoBr,GUnaBE1kqe1yKtiaEbCax57Sthz1YipGYWK9BwTvNRxU,DepositDirection.DEPOSIT(),0,0,1488000000
2021-12-05 01:50:36.504518,2021-12-02 17:06:06-05:00,3144,93AGRvU9jLpCXC9sLZbbzUWE5CAxqyrmDC5uErSVbBfP,F6pPSqZa7UFyrwWQNtkriEjZoCaqogqpKsUg4xPVxAsU,DepositDirection.WITHDRAW(),564476913,590560000,564470000
2021-12-05 01:50:36.504518,2021-12-02 17:09:44-05:00,3145,H64fo2Bd6RmKJ3t6VJ2bVtvi8kKmPUJ5HkkFQa1YtH4J,ARHbER7w6HjVudPNKpyvXfHxBzAELFwzCcAXyG3Pw98P,DepositDirection.DEPOSIT(),0,0,38000000
2021-12-05 01:50:36.504518,2021-12-02 17:14:26-05:00,3146,74yLzit4PokMrUNcippaMTYjjkKWTT2yAq43Nu1zQUfE,495os5DxE23BmZVtAWgK6e6PcBgidDzztJxGK3rCEHma,DepositDirection.DEPOSIT(),0,0,31000000
2021-12-05 01:50:36.504518,2021-12-02 17:19:18-05:00,3147,4PZZxNrWLhNCuT5VJ1DQe3XxQVVwMPrjfUpdeAY8qS7U,A7CvKre7y5VbUN1HneNHmuBv7jWtayV78oozAqaVbQrv,DepositDirection.WITHDRAW(),98914090,99000000,40000000
2021-12-05 01:50:36.504518,2021-12-02 17:21:51-05:00,3148,Bc98aJEJpbDURRYAXMxZ7kkuD5f8pFPGL1pi27GmTkpq,J1FoME9p5RWEY67Fcz4Nm1oVMeKWHXFjUY8NDwLhJQpi,DepositDirection.DEPOSIT(),0,0,48000000
2021-12-05 01:50:36.504518,2021-12-02 17:23:35-05:00,3149,3SdrrWM4Ucstyw4SKYa9EienihFnxj236RsQQEsfwfE9,F4Fe74QMDoxqdihqBWC3DQrR4VBvmEWkkTnQrbcbVxoV,DepositDirection.DEPOSIT(),0,0,9000000
2021-12-05 01:50:36.504518,2021-12-02 17:26:46-05:00,3150,399591e8XgY52yCMorCQ2WL6dQZTC485ZooHtmGuirhZ,JCiXAooFmKmEPQ2S7C8iSk6CLcTyrPEe1SsPSLyUGySe,DepositDirection.DEPOSIT(),0,0,7000000
2021-12-05 01:50:36.504518,2021-12-02 17:26:55-05:00,3151,DKQhEKfCXWDdnPLS4M1iCpWuQ5TVafhyE2gGYHrJo2WU,F2BEZGmib4JMUFJReARgWxCBp66U8ef2GEPKUocEDCxe,DepositDirection.DEPOSIT(),0,0,119000000
2021-12-05 01:50:36.504518,2021-12-02 17:36:02-05:00,3152,8GuH7tofwd6okCa9CPV4kbZ1RdpjPAS14kzKgJrUhbP5,DW3PVKVSBEswSoyfFsne169qSSt9Z3JFXcaLqFVSiYfY,DepositDirection.DEPOSIT(),0,0,214000000
2021-12-05 01:50:36.504518,2021-12-02 17:37:43-05:00,3153,Bc98aJEJpbDURRYAXMxZ7kkuD5f8pFPGL1pi27GmTkpq,J1FoME9p5RWEY67Fcz4Nm1oVMeKWHXFjUY8NDwLhJQpi,DepositDirection.WITHDRAW(),47770617,48000000,47770000
2021-12-05 01:50:36.504518,2021-12-02 17:38:25-05:00,3154,6jb4Uo7pjRCvYCbiUqRvT4ErzD42h9Ti1iiqEzHxdo4k,HmchnaSZ34yPxcHza3iFh7gQNyaY2z18tk1zdB68AtJk,DepositDirection.WITHDRAW(),1551001241,1549220000,1551000000
2021-12-05 01:50:36.504518,2021-12-02 17:44:45-05:00,3155,BSDeCyJsPs6y1pbDVHNq5rs6tdxcrbY3NDjXPBxwRjHz,DjHD3jawBVikzjcQ5dXBRLdUmEeBHKt6JZLhvmjScDku,DepositDirection.DEPOSIT(),0,0,25000000000
2021-12-05 01:50:36.504518,2021-12-02 17:57:08-05:00,3156,B6Wc3euMqUf6QjzCqDtNeAEUM7MvADFaiReEq9VYH2Qg,2pzhsqXYd5u7h4xTN8bMS3GbicVnJ6KY3MQn7spSXroA,DepositDirection.DEPOSIT(),0,0,1371000000
2021-12-05 01:50:36.504518,2021-12-02 18:13:58-05:00,3157,C66xkhG3GSswFRqZ8BHATwPbPhyGsWxJ1ymMaDerKbLX,HkJXe2vivbt9aVuJkmA11w9uz8Kbg4fB9sdL2fUmJcQR,DepositDirection.DEPOSIT(),0,0,71000000
2021-12-05 01:50:36.504518,2021-12-02 18:29:58-05:00,3158,AMMS71iywhGZJ3Hdb9jJgkT8hRd7E1rPvAbB6vMyfDRL,5g1Gk2cPAuPib4M59iCyYXQbnVVQJeTV6aWzhNYrxhP9,DepositDirection.DEPOSIT(),0,0,100000000000
2021-12-05 01:50:36.504518,2021-12-02 18:32:40-05:00,3159,Fix4ww5Y7AFaKPnnAAWNETBeFKrNmu5aFG1cShxhb6XZ,3Ug9yahRQ9aKphq3AoK1xwDrzG8WiXcEm83kfSoBNoLH,DepositDirection.WITHDRAW(),507074064,750000000,507070000
2021-12-05 01:50:36.504518,2021-12-02 18:33:16-05:00,3160,3Xbsek5MsEGoWr3G9yhuohREr26B2vSQcjqXdspTFHta,2rPxkUiMo9wGDq8EvAiwY3ngRpKmL223cBWWNTYoBmFp,DepositDirection.DEPOSIT(),0,0,50000000
2021-12-05 01:50:36.504518,2021-12-02 18:34:50-05:00,3161,3Xbsek5MsEGoWr3G9yhuohREr26B2vSQcjqXdspTFHta,2rPxkUiMo9wGDq8EvAiwY3ngRpKmL223cBWWNTYoBmFp,DepositDirection.WITHDRAW(),50000000,50000000,50000000
2021-12-05 01:50:36.504518,2021-12-02 18:37:08-05:00,3162,64CZcNakV9fpirfwVqhHk1ALSRPCcenBzCf8V1eQEAxv,Am9jAKLbjpgscFJav8FRfbvXthgoKZBiDWMnGgysRYha,DepositDirection.WITHDRAW(),367630792,350000000,367630000
2021-12-05 01:50:36.504518,2021-12-02 18:37:16-05:00,3163,Gq7fPzML38eX6tSedGqCMhmbw7WsaSEYoEZM3BucjZh8,AvEB59ycFk7Y74Wt79cUV9B49GJqwc5c26GCGc29i5zC,DepositDirection.DEPOSIT(),0,0,50000000
2021-12-05 01:50:36.504518,2021-12-02 18:39:17-05:00,3164,AMMS71iywhGZJ3Hdb9jJgkT8hRd7E1rPvAbB6vMyfDRL,5g1Gk2cPAuPib4M59iCyYXQbnVVQJeTV6aWzhNYrxhP9,DepositDirection.WITHDRAW(),100000751974,100000000000,100000750000
2021-12-05 01:50:36.504518,2021-12-02 18:54:40-05:00,3165,EKXnRc666RajjC3ikCpQrQYDNXbLFQaNj6aHWa5WSRe4,7jECfD6cc5wTfASJprmv3oTrJZv38XVf9xdgtXaERfku,DepositDirection.WITHDRAW(),8486571,10000000,8480000
2021-12-05 01:50:36.504518,2021-12-02 18:56:34-05:00,3166,FhAt6pZW3k8StP9VLeWUfidpXfRLoKWdV7Wgxdh9cRy9,Guk93pTo3KcG8konHjJ52oi9rgexmmKhPQAkxZS1BtCG,DepositDirection.DEPOSIT(),0,0,504000000
2021-12-05 01:50:36.504518,2021-12-02 18:56:48-05:00,3167,2wZ3WZQaBPcX5EFCwNsS8dZmNyjgjPqYiRM315BbiR7M,AkDZdxqPJHR8zTmyg5qi5pBnTybrPDeZ43PS22XznrER,DepositDirection.DEPOSIT(),0,0,18000000
2021-12-05 01:50:36.504518,2021-12-02 19:11:35-05:00,3168,E3uCNxXMRHD2ayCY48Kafwy55443r3p1EijT92ug26yd,AMqLEmYQZRhhE7dRQQ21QYfBbthnAVQvmPh9PNbyavta,DepositDirection.WITHDRAW(),5433888,5000000,5430000
2021-12-05 01:50:36.504518,2021-12-02 19:18:07-05:00,3169,9xU7i4H3pY8LZkwspeLVNaQuL8PsAvyjpex1fnr28KxH,Gbfrhr9gQoQABqNFuQ2zH35raucEqjm8WgNWkhGmqB9Z,DepositDirection.DEPOSIT(),0,0,100000000
2021-12-05 01:50:36.504518,2021-12-02 19:24:29-05:00,3170,APP7r1qqJKZkfNWWGM3exH2asw6qcA5w8fpiNodoGPMC,Ayn7X2gHuZumFZuKmoFfypScW4utTzbJ7A5HuX9dboEy,DepositDirection.DEPOSIT(),0,0,234000000
2021-12-05 01:50:36.504518,2021-12-02 19:38:02-05:00,3171,DY6k3Dkwe18iLneaT8Xo3VpJWB6V4jWwQQjoDvEzdg2j,3GGV7S9FpRQGbARBXkvGFVqLrmw8JvYAcpnR1aKVUY2f,DepositDirection.DEPOSIT(),0,0,23000000
2021-12-05 01:50:36.504518,2021-12-02 19:48:05-05:00,3172,D77YypDtT1zvgi2E7R7UUTdjLicwv7CuCFxtV3cU6YM4,GwyD1iDztj8BrRbyv4wTGiMtMEXF3a4jyKsiqmLPZ1Wa,DepositDirection.WITHDRAW(),1459060078,1602000000,1459060000
2021-12-05 01:50:36.504518,2021-12-02 19:49:44-05:00,3173,GPvfR5FkW55mt3EerEKi51yfCAFb4zKZjbKeJA7zagUU,C3oRYXDDVh32PVPrhx9jVw7LGPy8bDfFNXjzpEdXfRs,DepositDirection.DEPOSIT(),59884978,60000000,50000000
2021-12-05 01:50:36.504518,2021-12-02 19:51:48-05:00,3174,94KFzzXCAvEfSf3jrnUpyN3pne8Xfc6nroB7UxTVqeyB,ERQEKcL8qV9WEzLwi5WFjh2wN97q9GD9pqd9umcTypxy,DepositDirection.DEPOSIT(),0,0,5000000
2021-12-05 01:50:36.504518,2021-12-02 20:15:05-05:00,3175,GjVyW5kajFQo6pxqNXeXhiBdXcSRYS7WEWvZMuXybsNs,AFzq7RoKuRudYyGKkj32yJvNmTB3p5vt8qAPgFDKQtCy,DepositDirection.DEPOSIT(),0,0,5000000000
2021-12-05 01:50:36.504518,2021-12-02 20:17:44-05:00,3176,orgXQk9SVSd1o2G3JgS4qtDzasUqh8grdCmG1X6fPmx,4TnbXaMWmXFe6dfJ64zN8CgaRteYzbYAwWnAFC6F987D,DepositDirection.DEPOSIT(),0,0,1003000000
2021-12-05 01:50:36.504518,2021-12-02 20:23:37-05:00,3177,GjVyW5kajFQo6pxqNXeXhiBdXcSRYS7WEWvZMuXybsNs,AFzq7RoKuRudYyGKkj32yJvNmTB3p5vt8qAPgFDKQtCy,DepositDirection.DEPOSIT(),4748835414,5000000000,95000000000
2021-12-05 01:50:36.504518,2021-12-02 20:24:26-05:00,3178,DDysReDE59ZbHy538xXBAJd9yz7Hmfz4LYdkaAyS6Akx,3zXxcm2cEEbEUbd75u1gwRBR8K3WoFQFyWdsG6b315xm,DepositDirection.DEPOSIT(),0,0,100000000
2021-12-05 01:50:36.504518,2021-12-02 20:24:56-05:00,3179,HycGLJL5viL4a99yxQkb1vPDG2sCHEpRs887JYPFqCLm,EYAJ4ijWdYf5vum9DFGu21cYy2huB7FbzRv2bKtWWRyi,DepositDirection.DEPOSIT(),0,0,23000000
2021-12-05 01:50:36.504518,2021-12-02 20:25:28-05:00,3180,BkdCwzkTSK16KYPqGXe4rpdVaeJxfhxK6Br5hkmDJDTk,31nThpWGHUchwGt4yJUg5iFUUaTMZunGKTkzXn97BA18,DepositDirection.DEPOSIT(),0,0,57000000
2021-12-05 01:50:36.504518,2021-12-02 20:27:17-05:00,3181,GjVyW5kajFQo6pxqNXeXhiBdXcSRYS7WEWvZMuXybsNs,AFzq7RoKuRudYyGKkj32yJvNmTB3p5vt8qAPgFDKQtCy,DepositDirection.WITHDRAW(),99748835414,100000000000,99748830000
2021-12-05 01:50:36.504518,2021-12-02 20:37:08-05:00,3182,7xLBmqP1FHdUYx2fbABkbjmjAf624BTwzPcK6WkS5y7D,3qjb3tcDdoYeCbozSXr23GdqqGJuY2Agir1JQQj5nMH6,DepositDirection.WITHDRAW(),11297700,11000000,11290000
2021-12-05 01:50:36.504518,2021-12-02 20:38:42-05:00,3183,2viXDpQJrDTH6LXqeDWeaPw92z6vxAWcT6YZtz8aEB6m,5VPTCBKEYyns9MtzcnDUxMrYVJoXnVH7uHfFYqCyBmto,DepositDirection.DEPOSIT(),0,0,22000000
2021-12-05 01:50:36.504518,2021-12-02 20:49:35-05:00,3184,EiGGbs7qNsGUWGTSsxLehA2wR56FJamnKMtkD32QbRGQ,9LQ9VC6iEt2dftvnmY5EWz6T9TPKAiUFWf44gZh7CkXp,DepositDirection.DEPOSIT(),2095258776,2100000000,350000000
2021-12-05 01:50:36.504518,2021-12-02 20:52:52-05:00,3185,DXNPghi9yfuL8a7qxVFCbjutLLD7Z5KEWRQcNyUQq9zh,4UjFZV9Lm9bkACnLfsb7YhxegsRentbhZ5nzRcmhzZZ7,DepositDirection.DEPOSIT(),0,0,100000000
2021-12-05 01:50:36.504518,2021-12-02 20:53:13-05:00,3186,DXNPghi9yfuL8a7qxVFCbjutLLD7Z5KEWRQcNyUQq9zh,4UjFZV9Lm9bkACnLfsb7YhxegsRentbhZ5nzRcmhzZZ7,DepositDirection.WITHDRAW(),100000000,100000000,50000000
2021-12-05 01:50:36.504518,2021-12-02 20:53:30-05:00,3187,DXNPghi9yfuL8a7qxVFCbjutLLD7Z5KEWRQcNyUQq9zh,4UjFZV9Lm9bkACnLfsb7YhxegsRentbhZ5nzRcmhzZZ7,DepositDirection.DEPOSIT(),50000000,50000000,50000000
2021-12-05 01:50:36.504518,2021-12-02 20:57:51-05:00,3188,7GXMaWJBg1qiGyN2AAi64gAa6LZA3HDrH2hE5gNjopaq,AAZijsAtJ87AtHwhBWcyEqhrM2wG4HLZV1GsZ1mM8twJ,DepositDirection.DEPOSIT(),0,0,1250000000
2021-12-05 01:50:36.504518,2021-12-02 20:59:51-05:00,3189,F4hN7ecndZ8Gr5KQNSFaSrMGawMasz7jfWTLTMpk7gaB,AJ23FpXSGjipcqywk88WGsKfqfiiUjPzZLsvLtBAhB12,DepositDirection.DEPOSIT(),0,0,72000000
2021-12-05 01:50:36.504518,2021-12-02 21:00:16-05:00,3190,6cMwCvk7vJ1TGL47sg13xKmVam27dY8ATPJ5EEWaqZp2,EAggffR5VpG7bCD1rT5pPQPZnqm3Nb9xwmQp9zhmqMhp,DepositDirection.DEPOSIT(),0,0,6000000000
2021-12-05 01:50:36.504518,2021-12-02 21:05:20-05:00,3191,84kPBpKrBQ76RXaDQgAEjGmtFM6QC2NtdfmCbFjt2Auz,8HbULAnPxaodyuoy2QAa8pM5TwaG7WwkxQ5wX1XneoYv,DepositDirection.DEPOSIT(),0,0,7800000000
2021-12-05 01:50:36.504518,2021-12-02 21:06:17-05:00,3192,84kPBpKrBQ76RXaDQgAEjGmtFM6QC2NtdfmCbFjt2Auz,8HbULAnPxaodyuoy2QAa8pM5TwaG7WwkxQ5wX1XneoYv,DepositDirection.WITHDRAW(),7800000000,7800000000,7800000000
2021-12-05 01:50:36.504518,2021-12-02 21:14:57-05:00,3193,3F5oB572qrGhk3BvycMkqsa611VHy7x79gMdZhXzAqtk,8doMbSgZYaH7fcT9vdJMVzK9pMWLgJ88AgfVswS9EyvW,DepositDirection.DEPOSIT(),0,0,10000000
2021-12-05 01:50:36.504518,2021-12-02 21:17:58-05:00,3194,4uygLJDk9DFCifJ56YwMrEsvd3oQNq8tYSLnMCyWorS6,GimL4uKGvg3FFmFQSWzAcjstv3Vmk5NMgDGMKTuXYVpB,DepositDirection.DEPOSIT(),0,0,1000000000
2021-12-05 01:50:36.504518,2021-12-02 21:19:16-05:00,3195,DDysReDE59ZbHy538xXBAJd9yz7Hmfz4LYdkaAyS6Akx,3zXxcm2cEEbEUbd75u1gwRBR8K3WoFQFyWdsG6b315xm,DepositDirection.DEPOSIT(),99654183,100000000,5000000000
2021-12-05 01:50:36.504518,2021-12-02 21:19:58-05:00,3196,BysWguV8pXMdNCk4oUWLiEUXMG9rRHUmFAG3uSMpRbxq,Cz3AyReJ1iokpb4zHtxXMMofDBd6ENcUuPYM8662XQop,DepositDirection.DEPOSIT(),0,0,462000000
2021-12-05 01:50:36.504518,2021-12-02 21:20:58-05:00,3197,3F5oB572qrGhk3BvycMkqsa611VHy7x79gMdZhXzAqtk,8doMbSgZYaH7fcT9vdJMVzK9pMWLgJ88AgfVswS9EyvW,DepositDirection.WITHDRAW(),9972777,10000000,9970000
2021-12-05 01:50:36.504518,2021-12-02 21:21:56-05:00,3198,B5CTBTggmGFvGFSunjbB4C9tLKcYcULehmEiEXRihY2J,FX3ebF8P89rZBWfR74PDWUzxnLuDkUDgGcPYCBD5sMUG,DepositDirection.DEPOSIT(),0,0,50000000
2021-12-05 01:50:36.504518,2021-12-02 21:24:04-05:00,3199,7kQ32SBDjjxjw5o9fJPi3e7j2Ar9KoD13H7VUfymsqkr,EUoTo395bZB7R9PBonzqKcyRKAtr9y1KnacqAN6EPFyb,DepositDirection.DEPOSIT(),0,0,501000000
2021-12-05 01:50:36.504518,2021-12-02 21:29:06-05:00,3200,GKNBtZbwK4w9hyXD1r38NTGcTJhpjt8R9WFCzdXup9Tk,7RLaL2XoFuqrcCcPEB6FzPJzLnAhjQpwcRmDfdpRXFgB,DepositDirection.DEPOSIT(),0,0,900000000
2021-12-05 01:50:36.504518,2021-12-02 21:35:04-05:00,3201,9Ngb4UJjvSm9zbTN4RYRFWBzTPVWQh7C2hFiDvwPsDBd,EamTKaoTYJo9RUMQC7MjS1HJrVPYipR2cv6nYpgBLnPr,DepositDirection.DEPOSIT(),95926813,100000000,100000000
2021-12-05 01:50:36.504518,2021-12-02 21:41:39-05:00,3202,APP7r1qqJKZkfNWWGM3exH2asw6qcA5w8fpiNodoGPMC,Ayn7X2gHuZumFZuKmoFfypScW4utTzbJ7A5HuX9dboEy,DepositDirection.WITHDRAW(),224757897,234000000,224750000
2021-12-05 01:50:36.504518,2021-12-02 22:27:51-05:00,3203,DreGFqztjKiGoaVY6gCmWXsxPFF9fvegChceAgwE41yb,GrZRg7AohuLkGpzGKUsustm97cbybTS179EyvvyVZy3X,DepositDirection.DEPOSIT(),9988853966,10000000000,2000000000
2021-12-05 01:50:36.504518,2021-12-02 22:36:47-05:00,3204,DreGFqztjKiGoaVY6gCmWXsxPFF9fvegChceAgwE41yb,GrZRg7AohuLkGpzGKUsustm97cbybTS179EyvvyVZy3X,DepositDirection.DEPOSIT(),11986613877,12000000000,3000000000
2021-12-05 01:50:36.504518,2021-12-02 22:39:07-05:00,3205,AWEc6A3cRbaiwGjAKfg75kAT7wq2frAsZH5vxWBYaSwh,GXaDLs4zGPmMaqnrdcwT517SnoQrbSvL7MaJMfiVKWMd,DepositDirection.DEPOSIT(),0,0,136000000
2021-12-05 01:50:36.504518,2021-12-02 22:40:22-05:00,3206,GWkVXmZNQdcdWNNu8dvRqct4aMhLoDNqijrTvxbfEdKN,6LKRNbJv2XkyjJQKCFAqFRPzvANrRBSTmu8doRWqTicU,DepositDirection.DEPOSIT(),3302738,7770000,22000000
2021-12-05 01:50:36.504518,2021-12-02 22:43:35-05:00,3207,GWkVXmZNQdcdWNNu8dvRqct4aMhLoDNqijrTvxbfEdKN,6LKRNbJv2XkyjJQKCFAqFRPzvANrRBSTmu8doRWqTicU,DepositDirection.WITHDRAW(),25021156,29770000,25020000
2021-12-05 01:50:36.504518,2021-12-02 22:46:18-05:00,3208,5i39vdSsRpLjy8PAkyYPfoCiX1CChfKV3kFx4PtR8eWN,66MeHAtyDWcbrtCPJ5cta5nUuFyq7FuqGHp6WXkLFEao,DepositDirection.DEPOSIT(),0,0,71000000
2021-12-05 01:50:36.504518,2021-12-02 22:49:06-05:00,3209,5i39vdSsRpLjy8PAkyYPfoCiX1CChfKV3kFx4PtR8eWN,66MeHAtyDWcbrtCPJ5cta5nUuFyq7FuqGHp6WXkLFEao,DepositDirection.WITHDRAW(),70457885,71000000,70450000
2021-12-05 01:50:36.504518,2021-12-02 22:49:16-05:00,3210,FDxmgdXDyVzQuMRydb9dCm71chEkwYsM4xtwqvTWUNZC,82LTSgmRbSb25GSVvgPmFSvcva7yCHHnAHrn8FmCCCqb,DepositDirection.DEPOSIT(),0,0,2000000000
2021-12-05 01:50:36.504518,2021-12-02 22:50:11-05:00,3211,AWEc6A3cRbaiwGjAKfg75kAT7wq2frAsZH5vxWBYaSwh,GXaDLs4zGPmMaqnrdcwT517SnoQrbSvL7MaJMfiVKWMd,DepositDirection.WITHDRAW(),134416159,136000000,134410000
2021-12-05 01:50:36.504518,2021-12-02 22:50:31-05:00,3212,4HYA8DzdsZyAUrgoVHvwXvdxJT4xmfmzh57VJsHhFiiG,7E7MUjqTwXGSuHTbaa5gN3bsjtRHRhAsc8fNuZ7EwXZd,DepositDirection.DEPOSIT(),0,0,71000000
2021-12-05 01:50:36.504518,2021-12-02 22:53:18-05:00,3213,4HYA8DzdsZyAUrgoVHvwXvdxJT4xmfmzh57VJsHhFiiG,7E7MUjqTwXGSuHTbaa5gN3bsjtRHRhAsc8fNuZ7EwXZd,DepositDirection.WITHDRAW(),70602406,71000000,70600000
2021-12-05 01:50:36.504518,2021-12-02 22:53:55-05:00,3214,9LSC7SYKbDsfZkfvrL9nCEgnppXSY98ZuidDXFG9dr4B,EYZigKfSBxSymcJtSYhCfcxaZaxLYLWJZtdL5jM4dsJc,DepositDirection.DEPOSIT(),0,0,23000000
2021-12-05 01:50:36.504518,2021-12-02 22:53:55-05:00,3215,FjExp5o51XzYaW2F6tRpk8tKBHYBhzasNzd4mYxg6hqC,GDBbHMQBdSr2v1A7zjyCqSSbcVmMrqvyUAx3SbsJyXHV,DepositDirection.DEPOSIT(),0,0,136000000
2021-12-05 01:50:36.504518,2021-12-02 22:55:46-05:00,3216,6QTcbguMxvdHU12PNYZmPaGMCryzvz5jrxwQizbSAjPK,Gcx4eQW6mnSDdATFV8xdN4Mx3E5AXp6mHyxJWhBkADRG,DepositDirection.DEPOSIT(),0,0,505000000
2021-12-05 01:50:36.504518,2021-12-02 22:56:00-05:00,3217,9ydHRjDWvWV2XqbXKKpeLDh2RV7WnQZWDTi4ahgDjGNh,AiJQBv4a1Z4w2rsRog5WTaKb4dTjAXfAvXcWoW4DztSW,DepositDirection.DEPOSIT(),0,0,70000000
